"","Indicator_Code","Indicator_Name","Num_of_Countries","Num_of_Years","FirstYear","LastYear"
"824","NY.GDP.MKTP.KD.ZG","GDP growth (annual %)",255,56,"1961","2016"
"825","NY.GDP.MKTP.KN","GDP (constant LCU)",209,57,"1960","2016"
"826","NY.GDP.MKTP.PP.CD","GDP, PPP (current international dollar)",240,27,"1990","2016"
"827","NY.GDP.MKTP.PP.KD","GDP, PPP (constant 2011 international dollar)",240,27,"1990","2016"
"828","NY.GDP.NGAS.RT.ZS","Natural gas rents (% of GDP)",190,46,"1970","2015"
"829","NY.GDP.PCAP.CD","GDP per capita (current USdollar)",256,57,"1960","2016"
"830","NY.GDP.PCAP.CN","GDP per capita (current LCU)",211,57,"1960","2016"
"831","NY.GDP.PCAP.KD","GDP per capita (constant 2010 USdollar)",250,57,"1960","2016"
"832","NY.GDP.PCAP.KD.ZG","GDP per capita growth (annual %)",255,56,"1961","2016"
"833","NY.GDP.PCAP.KN","GDP per capita (constant LCU)",209,57,"1960","2016"
"834","NY.GDP.PCAP.PP.CD","GDP per capita, PPP (current international dollar)",240,27,"1990","2016"
"835","NY.GDP.PCAP.PP.KD","GDP per capita, PPP (constant 2011 international dollar)",240,27,"1990","2016"
"836","NY.GDP.PETR.RT.ZS","Oil rents (% of GDP)",190,46,"1970","2015"
"837","NY.GDP.TOTL.RT.ZS","Total natural resources rents (% of GDP)",255,46,"1970","2015"
"838","NY.GDS.TOTL.CD","Gross domestic savings (current USdollar)",232,57,"1960","2016"
"839","NY.GDS.TOTL.CN","Gross domestic savings (current LCU)",188,57,"1960","2016"
"840","NY.GDS.TOTL.ZS","Gross domestic savings (% of GDP)",234,57,"1960","2016"
"841","NY.GDY.TOTL.KN","Gross domestic income (constant LCU)",174,57,"1960","2016"
"842","NY.GNP.ATLS.CD","GNI, Atlas method (current USdollar)",247,55,"1962","2016"
"843","NY.GNP.MKTP.CD","GNI (current USdollar)",250,57,"1960","2016"
"844","NY.GNP.MKTP.CN","GNI (current LCU)",204,57,"1960","2016"
"845","NY.GNP.MKTP.KD","GNI (constant 2010 USdollar)",240,57,"1960","2016"
"846","NY.GNP.MKTP.KD.ZG","GNI growth (annual %)",202,56,"1961","2016"
"847","NY.GNP.MKTP.KN","GNI (constant LCU)",167,57,"1960","2016"
"848","NY.GNP.MKTP.PP.CD","GNI, PPP (current international dollar)",236,27,"1990","2016"
"849","NY.GNP.MKTP.PP.KD","GNI, PPP (constant 2011 international dollar)",224,27,"1990","2016"
"850","NY.GNP.PCAP.CD","GNI per capita, Atlas method (current USdollar)",247,55,"1962","2016"
"851","NY.GNP.PCAP.CN","GNI per capita (current LCU)",204,57,"1960","2016"
"852","NY.GNP.PCAP.KD","GNI per capita (constant 2010 USdollar)",240,57,"1960","2016"
"853","NY.GNP.PCAP.KD.ZG","GNI per capita growth (annual %)",202,56,"1961","2016"
"854","NY.GNP.PCAP.KN","GNI per capita (constant LCU)",167,57,"1960","2016"
"855","NY.GNP.PCAP.PP.CD","GNI per capita, PPP (current international dollar)",236,27,"1990","2016"
"856","NY.GNP.PCAP.PP.KD","GNI per capita, PPP (constant 2011 international dollar)",224,27,"1990","2016"
"857","NY.GNS.ICTR.CD","Gross savings (current USdollar)",178,57,"1960","2016"
"858","NY.GNS.ICTR.CN","Gross savings (current LCU)",178,57,"1960","2016"
"859","NY.GNS.ICTR.GN.ZS","Gross savings (% of GNI)",224,57,"1960","2016"
"860","NY.GNS.ICTR.ZS","Gross savings (% of GDP)",224,57,"1960","2016"
"861","NY.GSR.NFCY.CD","Net income from abroad (current USdollar)",202,57,"1960","2016"
"862","NY.GSR.NFCY.CN","Net income from abroad (current LCU)",202,57,"1960","2016"
"863","NY.GSR.NFCY.KN","Net income from abroad (constant LCU)",19,54,"1960","2013"
"864","NY.TAX.NIND.CD","Net taxes on products (current USdollar)",179,57,"1960","2016"
"865","NY.TAX.NIND.CN","Net taxes on products (current LCU)",180,57,"1960","2016"
"866","NY.TAX.NIND.KN","Net taxes on products (constant LCU)",172,57,"1960","2016"
"867","NY.TRF.NCTR.CD","Net current transfers from abroad (current USdollar)",188,57,"1960","2016"
"868","NY.TRF.NCTR.CN","Net current transfers from abroad (current LCU)",188,57,"1960","2016"
"869","NY.TRF.NCTR.KN","Net current transfers from abroad (constant LCU)",130,54,"1960","2013"
"870","NY.TTF.GNFS.KN","Terms of trade adjustment (constant LCU)",174,57,"1960","2016"
"871","PA.NUS.ATLS","DEC alternative conversion factor (LCU per USdollar)",210,57,"1960","2016"
"872","PA.NUS.FCRF","Official exchange rate (LCU per USdollar, period average)",203,57,"1960","2016"
"873","PA.NUS.PPP","PPP conversion factor, GDP (LCU per international dollar)",201,27,"1990","2016"
"874","PA.NUS.PPP.05","2005 PPP conversion factor, GDP (LCU per international dollar)",184,1,"2005","2005"
"875","PA.NUS.PPPC.RF","Price level ratio of PPP conversion factor (GDP) to market exchange rate",192,27,"1990","2016"
"876","PA.NUS.PRVT.PP","PPP conversion factor, private consumption (LCU per international dollar)",206,27,"1990","2016"
"877","PA.NUS.PRVT.PP.05","2005 PPP conversion factor, private consumption (LCU per international dollar)",184,1,"2005","2005"
"878","per_allsp.adq_pop_tot","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)",113,17,"1998","2014"
"879","per_allsp.ben_q1_tot","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)",114,17,"1998","2014"
"880","per_allsp.cov_pop_tot","Coverage of social protection and labor programs (% of population)",122,17,"1998","2014"
"881","per_lm_alllm.adq_pop_tot","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)",33,11,"2004","2014"
"882","per_lm_alllm.ben_q1_tot","Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)",33,11,"2004","2014"
"883","per_lm_alllm.cov_pop_tot","Coverage of unemployment benefits and ALMP (% of population)",56,12,"2002","2014"
"884","per_lm_alllm.cov_q1_tot","Coverage of unemployment benefits and ALMP in poorest quintile (% of population)",56,12,"2002","2014"
"885","per_lm_alllm.cov_q2_tot","Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)",56,12,"2002","2014"
"886","per_lm_alllm.cov_q3_tot","Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)",56,12,"2002","2014"
"887","per_lm_alllm.cov_q4_tot","Coverage of unemployment benefits and ALMP in 4th quintile (% of population)",56,12,"2002","2014"
"888","per_lm_alllm.cov_q5_tot","Coverage of unemployment benefits and ALMP in richest quintile (% of population)",56,12,"2002","2014"
"889","per_sa_allsa.adq_pop_tot","Adequacy of social safety net programs (% of total welfare of beneficiary households)",97,16,"1998","2014"
"890","per_sa_allsa.ben_q1_tot","Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)",98,16,"1998","2014"
"891","per_sa_allsa.cov_pop_tot","Coverage of social safety net programs (% of population)",111,16,"1998","2014"
"892","per_sa_allsa.cov_q1_tot","Coverage of social safety net programs in poorest quintile (% of population)",111,16,"1998","2014"
"893","per_sa_allsa.cov_q2_tot","Coverage of social safety net programs in 2nd quintile (% of population)",111,16,"1998","2014"
"894","per_sa_allsa.cov_q3_tot","Coverage of social safety net programs in 3rd quintile (% of population)",111,16,"1998","2014"
"895","per_sa_allsa.cov_q4_tot","Coverage of social safety net programs in 4th quintile (% of population)",111,16,"1998","2014"
"896","per_sa_allsa.cov_q5_tot","Coverage of social safety net programs in richest quintile (% of population)",111,16,"1998","2014"
"897","per_si_allsi.adq_pop_tot","Adequacy of social insurance programs (% of total welfare of beneficiary households)",103,16,"1998","2014"
"898","per_si_allsi.ben_q1_tot","Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)",104,16,"1998","2014"
"899","per_si_allsi.cov_pop_tot","Coverage of social insurance programs (% of population)",108,16,"1998","2014"
"900","per_si_allsi.cov_q1_tot","Coverage of social insurance programs in poorest quintile (% of population)",108,16,"1998","2014"
"901","per_si_allsi.cov_q2_tot","Coverage of social insurance programs in 2nd quintile (% of population)",108,16,"1998","2014"
"902","per_si_allsi.cov_q3_tot","Coverage of social insurance programs in 3rd quintile (% of population)",108,16,"1998","2014"
"903","per_si_allsi.cov_q4_tot","Coverage of social insurance programs in 4th quintile (% of population)",108,16,"1998","2014"
"904","per_si_allsi.cov_q5_tot","Coverage of social insurance programs in richest quintile (% of population)",108,16,"1998","2014"
"905","PX.REX.REER","Real effective exchange rate index (2010 = 100)",94,54,"1963","2016"
"906","SE.ADT.1524.LT.FE.ZS","Literacy rate, youth female (% of females ages 15-24)",166,43,"1970","2016"
"907","SE.ADT.1524.LT.FM.ZS","Literacy rate, youth (ages 15-24), gender parity index (GPI)",166,43,"1970","2016"
"908","SE.ADT.1524.LT.MA.ZS","Literacy rate, youth male (% of males ages 15-24)",166,43,"1970","2016"
"909","SE.ADT.1524.LT.ZS","Literacy rate, youth total (% of people ages 15-24)",166,43,"1970","2016"
"910","SE.ADT.LITR.FE.ZS","Literacy rate, adult female (% of females ages 15 and above)",168,43,"1970","2016"
"911","SE.ADT.LITR.MA.ZS","Literacy rate, adult male (% of males ages 15 and above)",168,43,"1970","2016"
"912","SE.ADT.LITR.ZS","Literacy rate, adult total (% of people ages 15 and above)",168,43,"1970","2016"
"913","SE.COM.DURS","Compulsory education, duration (years)",240,22,"1995","2016"
"914","SE.ENR.PRIM.FM.ZS","School enrollment, primary (gross), gender parity index (GPI)",241,47,"1970","2016"
"915","SE.ENR.PRSC.FM.ZS","School enrollment, primary and secondary (gross), gender parity index (GPI)",240,47,"1970","2016"
"916","SE.ENR.SECO.FM.ZS","School enrollment, secondary (gross), gender parity index (GPI)",241,47,"1970","2016"
"917","SE.ENR.TERT.FM.ZS","School enrollment, tertiary (gross), gender parity index (GPI)",237,47,"1970","2016"
"918","SE.PRE.DURS","Preprimary education, duration (years)",255,47,"1970","2016"
"919","SE.PRE.ENRL.TC.ZS","Pupil-teacher ratio, preprimary",241,47,"1970","2016"
"920","SE.PRE.ENRR","School enrollment, preprimary (% gross)",242,47,"1970","2016"
"921","SE.PRE.ENRR.FE","School enrollment, preprimary, female (% gross)",238,47,"1970","2016"
"922","SE.PRE.ENRR.MA","School enrollment, preprimary, male (% gross)",238,47,"1970","2016"
"923","SE.PRE.TCAQ.FE.ZS","Trained teachers in preprimary education, female (% of female teachers)",131,19,"1998","2016"
"924","SE.PRE.TCAQ.MA.ZS","Trained teachers in preprimary education, male (% of male teachers)",116,19,"1998","2016"
"925","SE.PRE.TCAQ.ZS","Trained teachers in preprimary education (% of total teachers)",136,19,"1998","2016"
"926","SE.PRM.AGES","Primary school starting age (years)",210,47,"1970","2016"
"927","SE.PRM.CMPT.FE.ZS","Primary completion rate, female (% of relevant age group)",230,47,"1970","2016"
"928","SE.PRM.CMPT.MA.ZS","Primary completion rate, male (% of relevant age group)",230,47,"1970","2016"
"929","SE.PRM.CMPT.ZS","Primary completion rate, total (% of relevant age group)",232,47,"1970","2016"
"930","SE.PRM.CUAT.FE.ZS","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",156,44,"1970","2016"
"931","SE.PRM.CUAT.MA.ZS","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",156,44,"1970","2016"
"932","SE.PRM.CUAT.ZS","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",156,44,"1970","2016"
"933","SE.PRM.DURS","Primary education, duration (years)",255,47,"1970","2016"
"934","SE.PRM.ENRL","Primary education, pupils",256,47,"1970","2016"
"935","SE.PRM.ENRL.FE.ZS","Primary education, pupils (% female)",250,47,"1970","2016"
"936","SE.PRM.ENRL.TC.ZS","Pupil-teacher ratio, primary",246,47,"1970","2016"
"937","SE.PRM.ENRR","School enrollment, primary (% gross)",242,47,"1970","2016"
"938","SE.PRM.ENRR.FE","School enrollment, primary, female (% gross)",241,47,"1970","2016"
"939","SE.PRM.ENRR.MA","School enrollment, primary, male (% gross)",241,47,"1970","2016"
"940","SE.PRM.GINT.FE.ZS","Gross intake ratio in first grade of primary education, female (% of relevant age group)",236,47,"1970","2016"
"941","SE.PRM.GINT.MA.ZS","Gross intake ratio in first grade of primary education, male (% of relevant age group)",236,47,"1970","2016"
"942","SE.PRM.GINT.ZS","Gross intake ratio in first grade of primary education, total (% of relevant age group)",237,47,"1970","2016"
"943","SE.PRM.NENR","School enrollment, primary (% net)",228,47,"1970","2016"
"944","SE.PRM.NENR.FE","School enrollment, primary, female (% net)",225,47,"1970","2016"
"945","SE.PRM.NENR.MA","School enrollment, primary, male (% net)",225,47,"1970","2016"
"946","SE.PRM.NINT.FE.ZS","Net intake rate in grade 1, female (% of official school-age population)",199,20,"1997","2016"
"947","SE.PRM.NINT.MA.ZS","Net intake rate in grade 1, male (% of official school-age population)",198,20,"1997","2016"
"948","SE.PRM.NINT.ZS","Net intake rate in grade 1 (% of official school-age population)",203,20,"1997","2016"
"949","SE.PRM.OENR.FE.ZS","Over-age students, primary, female (% of female enrollment)",200,47,"1970","2016"
"950","SE.PRM.OENR.MA.ZS","Over-age students, primary, male (% of male enrollment)",200,47,"1970","2016"
"951","SE.PRM.OENR.ZS","Over-age students, primary (% of enrollment)",200,47,"1970","2016"
"952","SE.PRM.PRIV.ZS","School enrollment, primary, private (% of total primary)",245,47,"1970","2016"
"953","SE.PRM.PRS5.FE.ZS","Persistence to grade 5, female (% of cohort)",191,46,"1970","2015"
"954","SE.PRM.PRS5.MA.ZS","Persistence to grade 5, male (% of cohort)",191,46,"1970","2015"
"955","SE.PRM.PRS5.ZS","Persistence to grade 5, total (% of cohort)",197,46,"1970","2015"
"956","SE.PRM.PRSL.FE.ZS","Persistence to last grade of primary, female (% of cohort)",228,46,"1970","2015"
"957","SE.PRM.PRSL.MA.ZS","Persistence to last grade of primary, male (% of cohort)",228,46,"1970","2015"
"958","SE.PRM.PRSL.ZS","Persistence to last grade of primary, total (% of cohort)",232,46,"1970","2015"
"959","SE.PRM.REPT.FE.ZS","Repeaters, primary, female (% of female enrollment)",238,47,"1970","2016"
"960","SE.PRM.REPT.MA.ZS","Repeaters, primary, male (% of male enrollment)",238,47,"1970","2016"
"961","SE.PRM.REPT.ZS","Repeaters, primary, total (% of total enrollment)",238,47,"1970","2016"
"962","SE.PRM.TCAQ.FE.ZS","Trained teachers in primary education, female (% of female teachers)",153,19,"1998","2016"
"963","SE.PRM.TCAQ.MA.ZS","Trained teachers in primary education, male (% of male teachers)",153,19,"1998","2016"
"964","SE.PRM.TCAQ.ZS","Trained teachers in primary education (% of total teachers)",164,20,"1997","2016"
"965","SE.PRM.TCHR","Primary education, teachers",251,47,"1970","2016"
"966","SE.PRM.TCHR.FE.ZS","Primary education, teachers (% female)",246,47,"1970","2016"
"967","SE.PRM.TENR","Adjusted net enrollment rate, primary (% of primary school age children)",228,47,"1970","2016"
"968","SE.PRM.TENR.FE","Adjusted net enrollment rate, primary, female (% of primary school age children)",225,47,"1970","2016"
"969","SE.PRM.TENR.MA","Adjusted net enrollment rate, primary, male (% of primary school age children)",225,47,"1970","2016"
"970","SE.PRM.UNER","Children out of school, primary",236,47,"1970","2016"
"971","SE.PRM.UNER.FE","Children out of school, primary, female",234,47,"1970","2016"
"972","SE.PRM.UNER.FE.ZS","Children out of school, female (% of female primary school age)",234,47,"1970","2016"
"973","SE.PRM.UNER.MA","Children out of school, primary, male",234,47,"1970","2016"
"974","SE.PRM.UNER.MA.ZS","Children out of school, male (% of male primary school age)",234,47,"1970","2016"
"975","SE.PRM.UNER.ZS","Children out of school (% of primary school age)",236,47,"1970","2016"
"976","SE.SEC.AGES","Lower secondary school starting age (years)",209,47,"1970","2016"
"977","SE.SEC.CMPT.LO.FE.ZS","Lower secondary completion rate, female (% of relevant age group)",228,47,"1970","2016"
"978","SE.SEC.CMPT.LO.MA.ZS","Lower secondary completion rate, male (% of relevant age group)",228,47,"1970","2016"
"979","SE.SEC.CMPT.LO.ZS","Lower secondary completion rate, total (% of relevant age group)",230,47,"1970","2016"
"980","SE.SEC.CUAT.LO.FE.ZS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",177,46,"1970","2016"
"981","SE.SEC.CUAT.LO.MA.ZS","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",177,46,"1970","2016"
"982","SE.SEC.CUAT.LO.ZS","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",177,46,"1970","2016"
"983","SE.SEC.CUAT.PO.FE.ZS","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",172,45,"1970","2015"
"984","SE.SEC.CUAT.PO.MA.ZS","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",172,45,"1970","2015"
"985","SE.SEC.CUAT.PO.ZS","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",172,45,"1970","2015"
"986","SE.SEC.CUAT.UP.FE.ZS","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",167,44,"1970","2016"
"987","SE.SEC.CUAT.UP.MA.ZS","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",167,44,"1970","2016"
"988","SE.SEC.CUAT.UP.ZS","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",168,44,"1970","2016"
"989","SE.SEC.DURS","Secondary education, duration (years)",250,47,"1970","2016"
"990","SE.SEC.ENRL","Secondary education, pupils",256,47,"1970","2016"
"991","SE.SEC.ENRL.FE.ZS","Secondary education, pupils (% female)",249,47,"1970","2016"
"992","SE.SEC.ENRL.GC","Secondary education, general pupils",256,47,"1970","2016"
"993","SE.SEC.ENRL.GC.FE.ZS","Secondary education, general pupils (% female)",250,47,"1970","2016"
"994","SE.SEC.ENRL.LO.TC.ZS","Pupil-teacher ratio, lower secondary",221,36,"1981","2016"
"995","SE.SEC.ENRL.TC.ZS","Pupil-teacher ratio, secondary",243,47,"1970","2016"
"996","SE.SEC.ENRL.UP.TC.ZS","Pupil-teacher ratio, upper secondary",217,32,"1981","2016"
"997","SE.SEC.ENRL.VO","Secondary education, vocational pupils",254,47,"1970","2016"
"998","SE.SEC.ENRL.VO.FE.ZS","Secondary education, vocational pupils (% female)",244,47,"1970","2016"
"999","SE.SEC.ENRR","School enrollment, secondary (% gross)",243,47,"1970","2016"
"1000","SE.SEC.ENRR.FE","School enrollment, secondary, female (% gross)",241,47,"1970","2016"
"1001","SE.SEC.ENRR.MA","School enrollment, secondary, male (% gross)",241,47,"1970","2016"
"1002","SE.SEC.NENR","School enrollment, secondary (% net)",209,47,"1970","2016"
"1003","SE.SEC.NENR.FE","School enrollment, secondary, female (% net)",208,47,"1970","2016"
"1004","SE.SEC.NENR.MA","School enrollment, secondary, male (% net)",208,47,"1970","2016"
"1005","SE.SEC.PRIV.ZS","School enrollment, secondary, private (% of total secondary)",235,20,"1997","2016"
"1006","SE.SEC.PROG.FE.ZS","Progression to secondary school, female (%)",227,46,"1970","2015"
"1007","SE.SEC.PROG.MA.ZS","Progression to secondary school, male (%)",227,46,"1970","2015"
"1008","SE.SEC.PROG.ZS","Progression to secondary school (%)",229,46,"1970","2015"
"1009","SE.SEC.TCAQ.FE.ZS","Trained teachers in secondary education, female (% of female teachers)",126,19,"1998","2016"
"1010","SE.SEC.TCAQ.LO.FE.ZS","Trained teachers in lower secondary education, female (% of female teachers)",107,20,"1997","2016"
"1011","SE.SEC.TCAQ.LO.MA.ZS","Trained teachers in lower secondary education, male (% of male teachers)",107,20,"1997","2016"
"1012","SE.SEC.TCAQ.LO.ZS","Trained teachers in lower secondary education (% of total teachers)",113,20,"1997","2016"
"1013","SE.SEC.TCAQ.MA.ZS","Trained teachers in secondary education, male (% of male teachers)",126,19,"1998","2016"
"1014","SE.SEC.TCAQ.UP.FE.ZS","Trained teachers in upper secondary education, female (% of female teachers)",101,19,"1998","2016"
"1015","SE.SEC.TCAQ.UP.MA.ZS","Trained teachers in upper secondary education, male (% of male teachers)",101,19,"1998","2016"
"1016","SE.SEC.TCAQ.UP.ZS","Trained teachers in upper secondary education (% of total teachers)",107,19,"1998","2016"
"1017","SE.SEC.TCAQ.ZS","Trained teachers in secondary education (% of total teachers)",137,19,"1998","2016"
"1018","SE.SEC.TCHR","Secondary education, teachers",249,47,"1970","2016"
"1019","SE.SEC.TCHR.FE","Secondary education, teachers, female",248,47,"1970","2016"
"1020","SE.SEC.TCHR.FE.ZS","Secondary education, teachers (% female)",243,47,"1970","2016"
"1021","SE.SEC.UNER.LO.FE.ZS","Adolescents out of school, female (% of female lower secondary school age)",216,47,"1970","2016"
"1022","SE.SEC.UNER.LO.MA.ZS","Adolescents out of school, male (% of male lower secondary school age)",216,47,"1970","2016"
"1023","SE.SEC.UNER.LO.ZS","Adolescents out of school (% of lower secondary school age)",221,47,"1970","2016"
"1024","SE.TER.CUAT.BA.FE.ZS","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",92,13,"1980","2016"
"1025","SE.TER.CUAT.BA.MA.ZS","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",92,13,"1980","2016"
"1026","SE.TER.CUAT.BA.ZS","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",92,13,"1980","2016"
"1027","SE.TER.CUAT.DO.FE.ZS","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",73,10,"1980","2016"
"1028","SE.TER.CUAT.DO.MA.ZS","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",73,10,"1980","2016"
"1029","SE.TER.CUAT.DO.ZS","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",73,10,"1980","2016"
"1030","SE.TER.CUAT.MS.FE.ZS","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",84,11,"1980","2016"
"1031","SE.TER.CUAT.MS.MA.ZS","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",84,11,"1980","2016"
"1032","SE.TER.CUAT.MS.ZS","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",84,11,"1980","2016"
"1033","SE.TER.CUAT.ST.FE.ZS","Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",153,26,"1970","2016"
"1034","SE.TER.CUAT.ST.MA.ZS","Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",153,26,"1970","2016"
"1035","SE.TER.CUAT.ST.ZS","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",153,27,"1970","2016"
"1036","SE.TER.ENRL.TC.ZS","Pupil-teacher ratio, tertiary",193,47,"1970","2016"
"1037","SE.TER.ENRR","School enrollment, tertiary (% gross)",239,47,"1970","2016"
"1038","SE.TER.ENRR.FE","School enrollment, tertiary, female (% gross)",237,47,"1970","2016"
"1039","SE.TER.ENRR.MA","School enrollment, tertiary, male (% gross)",237,47,"1970","2016"
"1040","SE.TER.TCHR.FE.ZS","Tertiary education, academic staff (% female)",230,47,"1970","2016"
"1041","SE.XPD.CPRM.ZS","Current education expenditure, primary (% of total expenditure in primary public institutions)",185,20,"1995","2016"
"1042","SE.XPD.CSEC.ZS","Current education expenditure, secondary (% of total expenditure in secondary public institutions)",188,20,"1995","2016"
"1043","SE.XPD.CTER.ZS","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",185,20,"1995","2016"
"1044","SE.XPD.CTOT.ZS","Current education expenditure, total (% of total expenditure in public institutions)",197,20,"1995","2016"
"1045","SE.XPD.MPRM.ZS","All education staff compensation, primary (% of total expenditure in primary public institutions)",181,20,"1995","2016"
"1046","SE.XPD.MSEC.ZS","All education staff compensation, secondary (% of total expenditure in secondary public institutions)",181,20,"1995","2016"
"1047","SE.XPD.MTER.ZS","All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",152,20,"1995","2016"
"1048","SE.XPD.MTOT.ZS","All education staff compensation, total (% of total expenditure in public institutions)",180,20,"1995","2016"
"1049","SE.XPD.PRIM.PC.ZS","Government expenditure per student, primary (% of GDP per capita)",202,34,"1976","2016"
"1050","SE.XPD.PRIM.ZS","Expenditure on primary education (% of government expenditure on education)",219,47,"1970","2016"
"1051","SE.XPD.SECO.PC.ZS","Government expenditure per student, secondary (% of GDP per capita)",186,31,"1971","2016"
"1052","SE.XPD.SECO.ZS","Expenditure on secondary education (% of government expenditure on education)",219,47,"1970","2016"
"1053","SE.XPD.TERT.PC.ZS","Government expenditure per student, tertiary (% of GDP per capita)",199,39,"1970","2016"
"1054","SE.XPD.TERT.ZS","Expenditure on tertiary education (% of government expenditure on education)",235,47,"1970","2016"
"1055","SE.XPD.TOTL.GB.ZS","Government expenditure on education, total (% of government expenditure)",225,36,"1980","2015"
"1056","SE.XPD.TOTL.GD.ZS","Government expenditure on education, total (% of GDP)",241,47,"1970","2016"
"1057","SG.DMK.ALLD.FN.ZS","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",67,18,"1999","2016"
"1058","SG.DMK.SRCR.FN.ZS","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",45,8,"2007","2015"
"1059","SG.GEN.PARL.ZS","Proportion of seats held by women in national parliaments (%)",240,22,"1990","2017"
"1060","SG.JOB.NOPN.EQ","Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no)",188,4,"2009","2015"
"1061","SG.LAW.CHMR","Law prohibits or invalidates child or early marriage (1=yes; 0=no)",187,1,"2015","2015"
"1062","SG.LAW.EQRM.WK","Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no)",188,2,"2013","2015"
"1063","SG.LAW.LEVE.PU","Law mandates paid or unpaid maternity leave (1=yes; 0=no)",188,4,"2009","2015"
"1064","SG.LAW.NODC.HR","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)",188,4,"2009","2015"
"1065","SG.LEG.DVAW","Legislation exists on domestic violence (1=yes; 0=no)",188,2,"2013","2015"
"1066","SG.MMR.LEVE.EP","Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no)",182,4,"2009","2015"
"1067","SG.NOD.CONS","Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no)",128,4,"2009","2015"
"1068","SG.TIM.UWRK.FE","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",82,16,"2000","2015"
"1069","SG.TIM.UWRK.MA","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",82,16,"2000","2015"
"1070","SG.VAW.1549.ZS","Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49)",95,18,"1999","2016"
"1071","SG.VAW.ARGU.ZS","Women who believe a husband is justified in beating his wife when she argues with him (%)",80,18,"1999","2016"
"1072","SG.VAW.BURN.ZS","Women who believe a husband is justified in beating his wife when she burns the food (%)",80,18,"1999","2016"
"1073","SG.VAW.GOES.ZS","Women who believe a husband is justified in beating his wife when she goes out without telling him (%)",80,18,"1999","2016"
"1074","SG.VAW.NEGL.ZS","Women who believe a husband is justified in beating his wife when she neglects the children (%)",81,18,"1999","2016"
"1075","SG.VAW.REAS.ZS","Women who believe a husband is justified in beating his wife (any of five reasons) (%)",105,18,"1999","2016"
"1076","SG.VAW.REFU.ZS","Women who believe a husband is justified in beating his wife when she refuses sex with him (%)",80,18,"1999","2016"
"1077","SH.ALC.PCAP.LI","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",231,1,"2015","2015"
"1078","SH.ANM.ALLW.ZS","Prevalence of anemia among women of reproductive age (% of women ages 15-49)",234,27,"1990","2016"
"1079","SH.ANM.CHLD.ZS","Prevalence of anemia among children (% of children under 5)",234,27,"1990","2016"
"1080","SH.ANM.NPRG.ZS","Prevalence of anemia among non-pregnant women (% of women ages 15-49)",234,27,"1990","2016"
"1081","SH.CON.1524.FE.ZS","Condom use, population ages 15-24, female (% of females ages 15-24)",76,22,"1994","2015"
